auction_action,auction_state,authoritative_event_ids,authoritative_event_types,balance_state,directional_alignment,displaced_signal_actions,displaced_signal_ids,displaced_trade_actions,downstream_contract_version,downstream_signal_state,downstream_trade_action,exit_pressure,generated_signal_transitions,index,management_posture,management_reason_code,permission_results,persisted_signal_action,selected_candidate_id,selected_opportunity_key,setup_reference_price,should_exit_signal,signal_action,signal_stage,signal_status,signal_status_reason,snapshot_time,symbol,target_expansion_allowed,trail_mode
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],26,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:18:00+05:30,POWERINDIA,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],27,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:18:00+05:30,TCS,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],28,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:18:00+05:30,TORNTPHARM,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],29,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:21:00+05:30,BHEL,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],30,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:21:00+05:30,CHOLAFIN,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],31,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:21:00+05:30,COFORGE,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],32,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:21:00+05:30,DIVISLAB,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],33,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:21:00+05:30,EXIDEIND,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],34,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:21:00+05:30,FORCEMOT,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],35,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:21:00+05:30,GLENMARK,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],36,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:21:00+05:30,INDUSTOWER,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],37,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:21:00+05:30,KALYANKJIL,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],38,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:21:00+05:30,MANAPPURAM,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],39,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:21:00+05:30,PERSISTENT,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],40,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:21:00+05:30,POWERINDIA,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],41,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:21:00+05:30,TCS,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],42,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:21:00+05:30,TORNTPHARM,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],43,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:24:00+05:30,BHEL,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],44,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:24:00+05:30,CHOLAFIN,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],45,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:24:00+05:30,COFORGE,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],46,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:24:00+05:30,DIVISLAB,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],47,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:24:00+05:30,EXIDEIND,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],48,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:24:00+05:30,FORCEMOT,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],49,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:24:00+05:30,GLENMARK,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],50,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:24:00+05:30,INDUSTOWER,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],51,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:24:00+05:30,KALYANKJIL,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],52,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:24:00+05:30,MANAPPURAM,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],53,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:24:00+05:30,PERSISTENT,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],54,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:24:00+05:30,POWERINDIA,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],55,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:24:00+05:30,TCS,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],56,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:24:00+05:30,TORNTPHARM,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],57,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:27:00+05:30,BHEL,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],58,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:27:00+05:30,CHOLAFIN,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],59,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:27:00+05:30,COFORGE,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],60,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:27:00+05:30,DIVISLAB,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],61,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:27:00+05:30,EXIDEIND,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],62,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:27:00+05:30,FORCEMOT,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],63,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:27:00+05:30,GLENMARK,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],64,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:27:00+05:30,INDUSTOWER,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],65,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:27:00+05:30,KALYANKJIL,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],66,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:27:00+05:30,MANAPPURAM,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],67,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:27:00+05:30,PERSISTENT,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],68,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:27:00+05:30,POWERINDIA,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],69,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:27:00+05:30,TCS,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],70,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:27:00+05:30,TORNTPHARM,,
DIRECTIONAL_STARTED,DIRECTIONAL,"[""DIR:BHEL:2026-07-31:001:UP:093000:DIRECTIONAL_STARTED:093000""]","[""DIRECTIONAL_STARTED""]",NONE,,[],[],[],,,,,[],71,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:30:00+05:30,BHEL,,
DIRECTIONAL_STARTED,DIRECTIONAL,"[""DIR:CHOLAFIN:2026-07-31:001:UP:093000:DIRECTIONAL_STARTED:093000""]","[""DIRECTIONAL_STARTED""]",NONE,,[],[],[],,,,,[],72,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:30:00+05:30,CHOLAFIN,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],73,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:30:00+05:30,COFORGE,,
DIRECTIONAL_STARTED,DIRECTIONAL,"[""DIR:DIVISLAB:2026-07-31:001:UP:093000:DIRECTIONAL_STARTED:093000""]","[""DIRECTIONAL_STARTED""]",NONE,,[],[],[],,,,,[],74,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:30:00+05:30,DIVISLAB,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],75,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:30:00+05:30,EXIDEIND,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],76,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:30:00+05:30,FORCEMOT,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],77,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:30:00+05:30,GLENMARK,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],78,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:30:00+05:30,INDUSTOWER,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],79,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:30:00+05:30,KALYANKJIL,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],80,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:30:00+05:30,MANAPPURAM,,
DIRECTIONAL_STARTED,DIRECTIONAL,"[""DIR:PERSISTENT:2026-07-31:001:DOWN:093000:DIRECTIONAL_STARTED:093000""]","[""DIRECTIONAL_STARTED""]",NONE,,[],[],[],,,,,[],81,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:30:00+05:30,PERSISTENT,,
DIRECTIONAL_STARTED,DIRECTIONAL,"[""DIR:POWERINDIA:2026-07-31:001:UP:093000:DIRECTIONAL_STARTED:093000""]","[""DIRECTIONAL_STARTED""]",NONE,,[],[],[],,,,,[],82,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:30:00+05:30,POWERINDIA,,
DIRECTIONAL_STARTED,DIRECTIONAL,"[""DIR:TCS:2026-07-31:001:DOWN:093000:DIRECTIONAL_STARTED:093000""]","[""DIRECTIONAL_STARTED""]",NONE,,[],[],[],,,,,[],83,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:30:00+05:30,TCS,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],84,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:30:00+05:30,TORNTPHARM,,
NO_EVENT,DIRECTIONAL,[],[],NONE,,[],[],[],,,,,[],85,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:33:00+05:30,BHEL,,
NO_EVENT,DIRECTIONAL,[],[],NONE,,[],[],[],,,,,[],86,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:33:00+05:30,CHOLAFIN,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],87,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:33:00+05:30,COFORGE,,
NO_EVENT,DIRECTIONAL,[],[],NONE,,[],[],[],,,,,[],88,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:33:00+05:30,DIVISLAB,,
DIRECTIONAL_STARTED,DIRECTIONAL,"[""DIR:EXIDEIND:2026-07-31:001:UP:093300:DIRECTIONAL_STARTED:093300""]","[""DIRECTIONAL_STARTED""]",NONE,,[],[],[],,,,,[],89,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:33:00+05:30,EXIDEIND,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],90,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:33:00+05:30,FORCEMOT,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],91,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:33:00+05:30,GLENMARK,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],92,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:33:00+05:30,INDUSTOWER,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],93,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:33:00+05:30,KALYANKJIL,,
DIRECTIONAL_STARTED,DIRECTIONAL,"[""DIR:MANAPPURAM:2026-07-31:001:UP:093300:DIRECTIONAL_STARTED:093300""]","[""DIRECTIONAL_STARTED""]",NONE,,[],[],[],,,,,[],94,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:33:00+05:30,MANAPPURAM,,
NO_EVENT,DIRECTIONAL,[],[],NONE,,[],[],[],,,,,[],95,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:33:00+05:30,PERSISTENT,,
NO_EVENT,DIRECTIONAL,[],[],NONE,,[],[],[],,,,,[],96,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:33:00+05:30,POWERINDIA,,
NO_EVENT,DIRECTIONAL,[],[],NONE,,[],[],[],,,,,[],97,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:33:00+05:30,TCS,,
DIRECTIONAL_STARTED,DIRECTIONAL,"[""DIR:TORNTPHARM:2026-07-31:001:DOWN:093300:DIRECTIONAL_STARTED:093300""]","[""DIRECTIONAL_STARTED""]",NONE,,[],[],[],,,,,[],98,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:33:00+05:30,TORNTPHARM,,
NO_EVENT,DIRECTIONAL,[],[],NONE,,[],[],[],,,,,[],99,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:36:00+05:30,BHEL,,
NO_EVENT,DIRECTIONAL,[],[],NONE,,[],[],[],,,,,[],100,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:36:00+05:30,CHOLAFIN,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],101,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:36:00+05:30,COFORGE,,
NO_EVENT,DIRECTIONAL,[],[],NONE,,[],[],[],,,,,[],102,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:36:00+05:30,DIVISLAB,,
NO_EVENT,DIRECTIONAL,[],[],NONE,,[],[],[],,,,,[],103,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:36:00+05:30,EXIDEIND,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],104,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:36:00+05:30,FORCEMOT,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],105,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:36:00+05:30,GLENMARK,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],106,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:36:00+05:30,INDUSTOWER,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],107,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:36:00+05:30,KALYANKJIL,,
NO_EVENT,DIRECTIONAL,[],[],NONE,,[],[],[],,,,,[],108,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:36:00+05:30,MANAPPURAM,,
DIRECTIONAL_MATURED,MATURE,"[""DIR:PERSISTENT:2026-07-31:001:DOWN:093000:DIRECTIONAL_MATURED:093600""]","[""DIRECTIONAL_MATURED""]",NONE,,[],[],[],,,,,[],109,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:36:00+05:30,PERSISTENT,,
DIRECTIONAL_MATURED,MATURE,"[""DIR:POWERINDIA:2026-07-31:001:UP:093000:DIRECTIONAL_MATURED:093600""]","[""DIRECTIONAL_MATURED""]",NONE,,[],[],[],,,,,[],110,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:36:00+05:30,POWERINDIA,,
DIRECTIONAL_MATURED,MATURE,"[""DIR:TCS:2026-07-31:001:DOWN:093000:DIRECTIONAL_MATURED:093600""]","[""DIRECTIONAL_MATURED""]",NONE,,[],[],[],,,,,[],111,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:36:00+05:30,TCS,,
NO_EVENT,DIRECTIONAL,[],[],NONE,,[],[],[],,,,,[],112,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:36:00+05:30,TORNTPHARM,,
NO_EVENT,DIRECTIONAL,[],[],NONE,,[],[],[],,,,,[],113,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:39:00+05:30,BHEL,,
NO_EVENT,DIRECTIONAL,[],[],NONE,,[],[],[],,,,,[],114,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:39:00+05:30,CHOLAFIN,,
DIRECTIONAL_STARTED,DIRECTIONAL,"[""DIR:COFORGE:2026-07-31:001:UP:093900:DIRECTIONAL_STARTED:093900""]","[""DIRECTIONAL_STARTED""]",NONE,,[],[],[],,,,,[],115,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:39:00+05:30,COFORGE,,
NO_EVENT,DIRECTIONAL,[],[],NONE,,[],[],[],,,,,[],116,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:39:00+05:30,DIVISLAB,,
NO_EVENT,DIRECTIONAL,[],[],NONE,,[],[],[],,,,,[],117,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:39:00+05:30,EXIDEIND,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],118,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:39:00+05:30,FORCEMOT,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],119,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:39:00+05:30,GLENMARK,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],120,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:39:00+05:30,INDUSTOWER,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],121,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:39:00+05:30,KALYANKJIL,,
DIRECTIONAL_MATURED,MATURE,"[""DIR:MANAPPURAM:2026-07-31:001:UP:093300:DIRECTIONAL_MATURED:093900""]","[""DIRECTIONAL_MATURED""]",NONE,,[],[],[],,,,,[],122,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:39:00+05:30,MANAPPURAM,,
REVERSAL_WATCH_STARTED,REVERSAL_WATCH,"[""DIR:PERSISTENT:2026-07-31:001:DOWN:093000:REVERSAL_WATCH_STARTED:093900""]","[""REVERSAL_WATCH_STARTED""]",NONE,,[],[],[],,,,,[],123,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:39:00+05:30,PERSISTENT,,
REVERSAL_WATCH_STARTED,REVERSAL_WATCH,"[""DIR:POWERINDIA:2026-07-31:001:UP:093000:REVERSAL_WATCH_STARTED:093900""]","[""REVERSAL_WATCH_STARTED""]",NONE,,[],[],[],,,,,[],124,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:39:00+05:30,POWERINDIA,,
REVERSAL_WATCH_STARTED,REVERSAL_WATCH,"[""DIR:TCS:2026-07-31:001:DOWN:093000:REVERSAL_WATCH_STARTED:093900""]","[""REVERSAL_WATCH_STARTED""]",NONE,,[],[],[],,,,,[],125,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:39:00+05:30,TCS,,
NO_EVENT,DIRECTIONAL,[],[],NONE,,[],[],[],,,,,[],126,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:39:00+05:30,TORNTPHARM,,
NO_EVENT,DIRECTIONAL,[],[],NONE,,[],[],[],,,,,[],127,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:42:00+05:30,BHEL,,
NO_EVENT,DIRECTIONAL,[],[],NONE,,[],[],[],,,,,[],128,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:42:00+05:30,CHOLAFIN,,
NO_EVENT,DIRECTIONAL,[],[],NONE,,[],[],[],,,,,[],129,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:42:00+05:30,COFORGE,,
BALANCE_FORMING_STARTED,DIRECTIONAL,"[""BAL:DIVISLAB:2026-07-31:001:NEUTRAL:094200:BALANCE_FORMING_STARTED:094200""]","[""BALANCE_FORMING_STARTED""]",FORMING,,[],[],[],,,,,[],130,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:42:00+05:30,DIVISLAB,,
NO_EVENT,DIRECTIONAL,[],[],NONE,,[],[],[],,,,,[],131,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:42:00+05:30,EXIDEIND,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],132,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:42:00+05:30,FORCEMOT,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],133,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:42:00+05:30,GLENMARK,,
NO_EVENT,NONE,[],[],NONE,,[],[],[],,,,,[],134,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:42:00+05:30,INDUSTOWER,,
BALANCE_FORMING_STARTED,NONE,"[""BAL:KALYANKJIL:2026-07-31:001:NEUTRAL:094200:BALANCE_FORMING_STARTED:094200""]","[""BALANCE_FORMING_STARTED""]",FORMING,,[],[],[],,,,,[],135,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:42:00+05:30,KALYANKJIL,,
REVERSAL_WATCH_STARTED,REVERSAL_WATCH,"[""DIR:MANAPPURAM:2026-07-31:001:UP:093300:REVERSAL_WATCH_STARTED:094200""]","[""REVERSAL_WATCH_STARTED""]",NONE,,[],[],[],,,,,[],136,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:42:00+05:30,MANAPPURAM,,
"DIRECTIONAL_REVERSAL_CONFIRMED,DIRECTIONAL_COMPLETED,DIRECTIONAL_REVERSAL_LEG_STARTED",REVERSAL_LEG,"[""DIR:PERSISTENT:2026-07-31:001:DOWN:093000:DIRECTIONAL_REVERSAL_CONFIRMED:094200"", ""DIR:PERSISTENT:2026-07-31:001:DOWN:093000:DIRECTIONAL_COMPLETED:094200"", ""DIR:PERSISTENT:2026-07-31:002:UP:094200:DIRECTIONAL_REVERSAL_LEG_STARTED:094200""]","[""DIRECTIONAL_REVERSAL_CONFIRMED"", ""DIRECTIONAL_COMPLETED"", ""DIRECTIONAL_REVERSAL_LEG_STARTED""]",NONE,,[],[],[],,,,,[],137,,,"[""REVERSAL:WAIT""]",,,,,,NO_ACTION,,,,2026-07-31T09:42:00+05:30,PERSISTENT,,
NO_EVENT,REVERSAL_WATCH,[],[],NONE,,[],[],[],,,,,[],138,,,[],,,,,,NO_ACTION,,,,2026-07-31T09:42:00+05:30,POWERINDIA,,
